date,journal,url
1882-01-01,[Mémoires de l'Académie de médecine],https://gallica.bnf.fr/ark:/12148/bpt6k6340975v
1878-01-01,[Rapports et délibérations] / Conseil général de Seine-et-Marne,https://gallica.bnf.fr/ark:/12148/bpt6k6122260k
1885-08-01,[Rapports et délibérations] / Conseil général de Seine-et-Marne,https://gallica.bnf.fr/ark:/12148/bpt6k61333719
1887-04-01,[Rapports et délibérations] / Conseil général de Seine-et-Marne,https://gallica.bnf.fr/ark:/12148/bpt6k6122020c
1889-01-01,[Rapports et délibérations] / Conseil général de Seine-et-Marne,https://gallica.bnf.fr/ark:/12148/bpt6k6121753v
1878-01-01,Almanach de France et du Musée des familles / publié par la Société nationale,https://gallica.bnf.fr/ark:/12148/bpt6k63497808
1880-01-01,Almanach de France et du Musée des familles / publié par la Société nationale,https://gallica.bnf.fr/ark:/12148/bpt6k63366510
1875-01-01,"Almanach de la Champagne et de la Brie : Aube, Ardennes, Marne, Haute-Marne, Seine-et-Marne, Yonne",https://gallica.bnf.fr/ark:/12148/bpt6k65648128
1887-01-01,"Almanach de la Champagne et de la Brie : Aube, Ardennes, Marne, Haute-Marne, Seine-et-Marne, Yonne",https://gallica.bnf.fr/ark:/12148/bpt6k65653776
1870-01-01,Almanach de Rouen et des départements de la Seine-Inférieure et de l'Eure...,https://gallica.bnf.fr/ark:/12148/bpt6k9822882j
1871-01-01,Almanach de Rouen et des départements de la Seine-Inférieure et de l'Eure...,https://gallica.bnf.fr/ark:/12148/bpt6k9822883z
1872-01-01,Almanach de Rouen et des départements de la Seine-Inférieure et de l'Eure...,https://gallica.bnf.fr/ark:/12148/bpt6k9780501v
1873-01-01,Almanach de Rouen et des départements de la Seine-Inférieure et de l'Eure...,https://gallica.bnf.fr/ark:/12148/bpt6k9782403z
1874-01-01,Almanach de Rouen et des départements de la Seine-Inférieure et de l'Eure...,https://gallica.bnf.fr/ark:/12148/bpt6k9780945d
1875-01-01,Almanach de Rouen et des départements de la Seine-Inférieure et de l'Eure...,https://gallica.bnf.fr/ark:/12148/bpt6k98042562
1872-01-01,Annales de chimie et de physique,https://gallica.bnf.fr/ark:/12148/bpt6k6570973b
1873-01-01,Annales de chimie et de physique,https://gallica.bnf.fr/ark:/12148/bpt6k65709755
1874-01-01,Annales de chimie et de physique,https://gallica.bnf.fr/ark:/12148/bpt6k6568612t
1875-01-01,Annales de chimie et de physique,https://gallica.bnf.fr/ark:/12148/bpt6k65680706
1876-01-01,Annales de chimie et de physique,https://gallica.bnf.fr/ark:/12148/bpt6k6568445h
